# Sensor G 651, Tingsryds kommun, Sweden (Citizen Science project sensor.community/11763)
# https://aqicn.org/station/@59650/
# Daily pm25
date,min,max,pm25,q1,q3,stdev,count
2020-09-13T00:00:00.000Z,1.6,3.6,2.4,2.13,2.63,0.367,362
2020-09-14T00:00:00.000Z,1.1,3.27,2,1.77,2.29,0.402,290
2020-09-15T00:00:00.000Z,2.17,5.7,4.26,2.8,4.7,0.958,247
2020-09-16T00:00:00.000Z,0.1,0.6,0.4,0.3,0.43,0.102,38
2020-09-17T00:00:00.000Z,0.3,1.23,0.6,0.5,0.7,0.203,150
2020-09-18T00:00:00.000Z,0.3,2.5,0.83,0.7,1.02,0.315,328
2020-09-19T00:00:00.000Z,0.9,3.4,1.7,1.5,1.97,0.439,316
2020-09-20T00:00:00.000Z,1.27,4.47,2.1,1.77,2.7,0.798,238
2020-09-21T00:00:00.000Z,1.4,4.9,2.11,1.9,2.87,0.867,221
2020-09-22T00:00:00.000Z,2.02,9.33,5.09,3.79,5.9,1.612,345
2020-09-23T00:00:00.000Z,4.09,12.8,7.3,6.23,9.17,2.238,451
2020-09-24T00:00:00.000Z,1.2,17.8,9.65,2.8,12.6,5.479,466
2020-09-25T00:00:00.000Z,1.2,17.17,1.8,1.57,2.79,3.591,349
2020-09-26T00:00:00.000Z,1.2,10.73,2.7,1.8,9.27,3.591,274
2020-09-27T00:00:00.000Z,4.8,10.67,8.9,6.3,9.5,1.667,229
2020-09-28T00:00:00.000Z,0.9,7.17,4.57,1.33,5.3,2.076,265
2020-09-29T00:00:00.000Z,1,3.97,2.43,1.45,3.2,0.851,260
2020-09-30T00:00:00.000Z,1.7,9.1,3.6,2.73,4.93,1.614,395
2020-10-01T00:00:00.000Z,2.73,9.07,5.47,4.4,6.7,1.549,299
2020-10-02T00:00:00.000Z,5.93,18.93,8.5,7.29,13.74,3.897,265
2020-10-03T00:00:00.000Z,6.47,17.73,10.6,9.67,13.6,2.737,254
2020-10-04T00:00:00.000Z,1.83,16.82,14,3.17,14.93,5.709,317
2020-10-05T00:00:00.000Z,0.7,5.8,1.3,1,4.13,1.604,321
2020-10-06T00:00:00.000Z,0.9,4.07,2.1,1.4,2.9,0.867,336
2020-10-07T00:00:00.000Z,1,4.37,1.77,1.4,2.65,0.751,341
2020-10-08T00:00:00.000Z,0.9,4.87,1.6,1.37,1.9,0.889,321
2020-10-09T00:00:00.000Z,0.27,1.8,1.1,0.93,1.23,0.254,348
2020-10-10T00:00:00.000Z,0.4,3.4,1,0.7,1.2,0.52,413
2020-10-11T00:00:00.000Z,0.5,2.17,0.87,0.77,1.1,0.305,434
2020-10-12T00:00:00.000Z,0.2,2,0.8,0.6,1.33,0.44,343
2020-10-13T00:00:00.000Z,0.3,1.47,0.77,0.6,0.9,0.178,349
2020-10-14T00:00:00.000Z,0.6,1.3,0.8,0.73,0.9,0.131,310
2020-10-15T00:00:00.000Z,0.4,3,0.87,0.77,0.97,0.241,391
2020-10-16T00:00:00.000Z,0.37,1.12,0.63,0.6,0.73,0.131,426
