date, pm25, pm10, o3, no2, co
2015/3/8, 87, 18, 32, 5, 
2015/3/9, 85, 37, 24, 16, 
2015/3/10, 151, 41, 32, 14, 
2015/3/11, 152, 23, 29, 12, 
2015/3/12, 102, , , 17, 
2015/3/13, 91, 20, 35, 9, 
2015/3/14, 91, 23, 32, 5, 
2015/3/15, 95, 25, 32, 6, 
2015/3/16, 89, 21, 35, 11, 
2015/3/17, 87, 17, 36, 12, 
2015/3/18, 102, 25, 35, 13, 
2015/3/19, 124, 23, 36, 7, 
2015/3/20, 104, 24, 35, 6, 
2015/3/21, 93, 20, 34, 5, 
2015/3/22, 80, 30, 33, 8, 
2015/3/23, 114, 31, 40, 14, 
2015/3/24, 122, 13, 33, 5, 
2015/3/25, 55, 9, 28, 8, 
2015/3/26, 38, 10, 29, 6, 
2015/3/27, 55, 13, 32, 13, 
2015/3/28, 59, 14, 34, 5, 
2015/3/29, 68, 13, 32, 9, 
2015/3/30, 71, 13, 33, 8, 
2015/3/31, 79, 9, 35, 3, 
2014/10/6, 87, 22, 22, 9, 
2014/10/7, 106, 29, , 8, 
2014/10/8, 108, 34, 22, 8, 
2014/10/9, 147, 29, 23, 8, 
2014/10/10, 149, 17, 30, 2, 
2014/10/11, 91, 14, 26, 3, 
2014/10/12, 72, 17, 21, 4, 
2014/10/13, 88, 9, 18, 6, 
2014/10/14, 64, 19, 9, 9, 
2014/10/15, 91, 20, 21, 9, 
2014/10/16, 106, 23, 21, 9, 
2014/10/17, 107, 30, 26, 6, 
2014/10/18, 151, 21, 27, 3, 
2014/10/19, 110, 26, 19, 4, 
2014/10/20, 137, 22, 24, 5, 
2014/10/21, 108, 5, 22, 5, 
2014/10/22, 48, 5, 19, 12, 
2014/10/23, 49, 10, 17, 13, 
2014/10/24, 50, 12, 19, 7, 
2014/10/25, 70, 14, 25, 4, 
2014/10/26, 71, 15, 24, 12, 
2014/10/27, 79, 20, 18, 12, 
2014/10/28, 91, 29, 18, 12, 
2014/10/29, 132, 48, 15, 18, 
2014/10/30, 161, 51, , , 
2014/10/31, 165, 59, 18, 16, 
2014/11/1, 180, 48, 24, 15, 
2014/11/4, 102, 5, 21, 4, 
2014/11/5, 57, 6, 18, 11, 
2014/11/6, 50, 16, 11, , 
2014/11/8, 107, 12, 14, 7, 
2014/11/9, 78, 12, 12, 10, 
2014/11/10, 70, 10, 18, 11, 
2014/11/11, 68, 7, 22, 5, 
2014/11/12, 61, 8, 20, 11, 
2014/11/13, 42, , , , 
2014/11/14, 72, , , , 
2014/11/19, 114, 23, 2, 13, 
2014/11/20, 97, 30, 2, 14, 
2014/11/21, 114, 32, 2, 13, 
2014/11/22, 132, 45, 2, 15, 
2014/11/23, 155, 50, 3, 18, 
2014/11/24, 159, 37, 2, 18, 
2014/11/25, 151, 26, 9, 11, 
2014/11/26, 97, 25, 6, 11, 
2014/11/27, 112, 23, 4, , 
2014/11/28, 109, 15, 2, 12, 
2014/11/29, 76, 16, 3, 10, 
2014/11/30, 78, 12, 7, 9, 
2014/12/1, 76, 6, 5, 11, 
2014/12/2, 57, 6, 6, 9, 
2014/12/3, 50, 8, 11, 10, 
2014/12/4, 55, , , , 
2014/12/6, 63, 7, 11, 6, 
2014/12/7, 30, 18, 9, 10, 
2014/12/8, 76, 13, 13, 11, 
2014/12/9, 63, 19, 7, 14, 
2014/12/10, 80, 29, 3, 18, 
2014/12/11, 112, , 2, , 
2014/12/12, 151, 42, 2, 18, 
2014/12/13, 147, 45, 1, 16, 
2014/12/14, 153, 51, 2, 17, 
2014/12/15, 160, 24, 13, 16, 
2014/12/16, 97, 11, 5, 17, 
2014/12/17, 63, 13, 1, 13, 
2014/12/18, 76, 17, 1, 18, 
2014/12/20, 89, 22, 3, 15, 
2014/12/21, 91, 22, 3, 16, 
2014/12/22, 91, 12, 4, 13, 
2014/12/23, 74, , , , 
2014/12/26, 109, 11, 13, 11, 
2014/12/27, 55, 24, 11, 9, 
2014/12/28, 91, , , , 
2024/8/26, , 26, 45, 7, 
2024/8/27, , 27, 61, 8, 
2024/1/7, , 15, , , 
2024/3/21, , 26, 37, 10, 
2023/11/4, , 9, 19, 8, 
2023/11/6, , 29, 18, 16, 
2023/12/3, , 24, , , 
2023/7/25, , 9, 44, 7, 
2023/7/26, , 10, 44, 4, 
2023/5/2, , 8, 32, 4, 
2023/5/15, , 10, 28, 3, 
2023/5/16, , 10, 22, 4, 
2023/5/25, , 20, 43, 5, 
2023/6/1, , 23, , , 
2023/3/14, , 17, 27, 7, 
2022/11/22, , 20, 15, 17, 
2022/7/26, , 8, 52, 11, 
2022/9/7, , 12, 34, 6, 
2022/9/8, , 16, 39, 6, 
2022/4/22, , 7, 32, 8, 
2022/1/2, , 24, 3, 16, 
2022/1/12, , 49, 7, 26, 
2021/11/28, , 20, 13, 17, 
2021/7/5, , 12, 48, 5, 
2021/7/21, , 19, 48, 4, 
2021/7/22, , 20, 61, 5, 
2021/8/21, , 19, 55, 5, 
2021/8/22, , 16, 33, 10, 
2021/8/23, , 10, 35, 12, 
2021/1/21, , 54, 3, 20, 
2021/3/17, , 13, , 6, 
2020/7/25, , 13, , , 
2020/7/26, , 15, , , 
2020/7/27, , 19, 63, 6, 
2020/8/24, , 13, 40, 6, 
2019/12/31, , 62, 4, 20, 
2020/2/25, , 31, 27, 11, 
2019/12/27, , 50, 5, , 
2019/8/7, , 22, 46, 5, 
2019/8/8, , 25, 50, 5, 
2019/9/6, , 13, , , 
2019/9/7, , 10, , , 
2019/9/8, , 10, , 5, 
2019/9/9, , 11, 37, 6, 
2019/4/28, , 8, , 9, 
2019/4/29, , 12, , 11, 
2019/5/5, , 9, , , 
2019/5/6, , 15, , 7, 
2019/5/12, , 10, , 7, 
2019/5/15, , 11, , 6, 
2019/5/19, , 5, , , 
2019/5/20, , 15, , 6, 
2019/6/4, , 25, , 5, 
2019/6/13, , 23, 48, 8, 
2018/12/31, , 36, 6, 15, 
2019/2/24, , 52, , 15, 
2019/3/26, , 17, , 6, 
2018/10/4, , 10, 32, 11, 
2018/12/3, , 49, 4, 29, 
2018/12/4, , 37, 2, 26, 
2018/8/8, , 12, 59, 6, 
2018/9/5, , 11, 60, 6, 
2018/9/13, , 19, 57, 7, 
2018/9/28, , 7, 44, 8, 
2018/6/7, , 6, , 3, 
2018/1/24, , 50, 7, 15, 
2018/3/4, , 30, 13, 14, 
2017/12/30, , 40, 2, 13, 
2017/8/25, , 10, 64, 3, 
2017/9/7, , 3, 40, 8, 
2017/9/15, , 7, 27, 4, 
2017/1/3, , 40, 13, 15, 
2017/1/16, , 11, 25, 11, 
2017/1/17, , 13, 26, 13, 
2017/2/20, , 29, 9, 20, 
2016/9/30, , 10, 38, 11, 
2016/10/7, , 13, 13, 9, 
2016/10/14, , 13, 17, 5, 
2016/10/28, , 30, 18, 13, 
2016/11/4, , 15, 13, 14, 
2016/11/11, , 18, 17, 13, 
2016/7/6, , 12, 49, 5, 
2016/8/19, , 13, 44, 6, 
2016/8/25, , 12, 48, , 
2016/8/26, , 15, 51, 10, 
2016/9/9, , 19, 50, 9, 
2016/9/23, , 10, 41, 7, 
2016/5/7, , 13, 48, 6, 
2016/2/5, , 22, 18, 10, 
2016/2/19, , 11, 25, 9, 
2016/3/11, , 20, 29, 9, 
2016/3/14, , 18, , , 
2016/3/20, , 24, , , 
2016/3/25, , 23, 36, 6, 
2015/10/14, , 5, 21, 6, 
2015/12/24, , 30, 2, 15, 
2015/12/31, , 32, 4, 14, 
2015/5/1, , 13, 36, 6, 
2014/12/31, , 35, 11, 11, 
2014/10/5, , 20, 22, 7, 
2014/11/2, , 46, 19, 14, 
2014/11/3, , 23, 19, 8, 
2014/11/7, , 26, 7, 11, 
2014/11/18, , 22, 8, 14, 
2014/12/19, , 18, 1, 17, 
2014/12/25, , 20, 8, 14, 
2020/8/25, , , 48, 8, 
2019/6/1, , , 46, , 
2019/6/2, , , 49, , 
2019/6/3, , , 54, , 
2017/7/25, , , 45, , 
2014/12/5, , , 6, , 
2018/10/3, , , , 14, 
2018/9/12, , , , 7, 
2018/1/23, , , , 17, 
2018/2/26, , , , 15, 
2023/12/2, , , , , 
2023/5/24, , , , , 
2021/7/3, , , , , 
2021/7/4, , , , , 
2019/6/10, , , , , 
2019/6/11, , , , , 
2019/6/12, , , , , 
