date, pm25, pm10, o3, no2, co
2017/2/6, 55, 15, 17, 10, 
2017/2/7, 65, 16, 24, 6, 
2017/2/8, 70, 20, 22, 6, 
2017/2/9, 78, 18, 13, 9, 
2017/2/10, 76, 31, 10, 10, 
2017/2/11, 117, 42, 14, 10, 
2017/2/12, 149, 40, 14, 12, 
2017/2/13, 139, 34, 13, 22, 
2017/2/14, 129, 35, 7, 25, 
2017/2/15, 134, 34, , 22, 
2017/2/16, 119, , , 22, 
2017/2/21, 137, 42, 19, 14, 
2017/2/22, 162, 23, 20, 11, 
2017/2/23, 102, 30, 15, 14, 
2017/2/24, 117, 6, 31, 6, 
2017/2/25, 38, 19, 28, 14, 
2017/2/26, 76, 22, 31, 7, 
2017/2/27, 82, 13, 29, 6, 
2017/2/28, 61, 9, 33, 6, 
2017/3/1, 46, 18, 26, 10, 
2017/3/2, 72, 21, 30, 10, 
2017/3/3, 95, 15, 24, 6, 
2017/3/4, 95, 4, 32, 5, 
2017/3/5, 13, 10, 25, 8, 
2017/3/6, 50, 14, 28, 9, 
2017/3/7, 65, 11, 28, 11, 
2017/3/8, 65, 21, 29, 21, 
2017/3/9, 91, 25, 30, 17, 
2017/3/10, 102, 8, 34, 5, 
2017/3/11, 55, 12, 36, 6, 
2017/3/12, 61, 17, 35, 10, 
2017/3/13, 82, 27, 33, 19, 
2017/3/14, 112, 30, 39, 8, 
2017/3/15, 127, 30, 39, 5, 
2017/3/16, 122, 38, 43, 7, 
2017/3/17, 152, 28, 30, 11, 
2017/3/18, 107, 42, 37, 3, 
2017/3/19, 154, 28, 35, 3, 
2017/3/20, 112, 25, 34, 3, 
2017/3/21, 102, 23, 31, 3, 
2017/3/22, 107, 19, 31, 4, 
2017/3/23, 89, 20, 33, 10, 
2017/3/24, 91, 20, 35, 11, 
2017/3/25, 95, 9, 39, 2, 
2017/3/26, 53, 9, 38, 5, 
2017/3/27, 56, 20, 33, 13, 
2017/3/28, 87, 23, 33, 12, 
2017/3/29, 98, 20, 40, 15, 
2017/3/30, 91, 20, 44, 8, 
2017/3/31, 82, 20, 39, 5, 
2016/10/1, 59, 16, 30, 5, 
2016/10/2, 63, 8, 30, 6, 
2016/10/3, 50, 11, 27, 12, 
2016/10/4, 70, 10, 28, 16, 
2016/10/5, 59, 5, 28, 6, 
2016/10/6, 38, 13, 27, 9, 
2016/10/8, 65, 10, 23, 5, 
2016/10/9, 46, 7, 27, 6, 
2016/10/10, 42, 10, 18, 11, 
2016/10/11, 55, 19, 23, 14, 
2016/10/12, 82, 26, 13, 12, 
2016/10/13, 95, 10, 20, , 
2016/10/15, 78, 17, 20, 4, 
2016/10/16, 74, 22, 15, 6, 
2016/10/17, 97, 28, 19, 10, 
2016/10/18, 127, 16, 17, 4, 
2016/10/19, 74, 7, 16, , 
2016/10/20, 34, 11, 19, 13, 
2016/10/21, 57, 13, 22, 6, 
2016/10/22, 61, 23, 16, 5, 
2016/10/23, 89, 19, 15, 5, 
2016/10/24, 85, 24, 9, 8, 
2016/10/25, 119, 23, 4, 11, 
2016/10/26, 97, 10, 23, 7, 
2016/10/27, 59, 17, 21, 11, 
2016/10/29, 119, 33, 23, 9, 
2016/10/30, 149, 20, 11, 9, 
2016/10/31, 95, 26, 16, 10, 
2016/11/1, 144, 44, 14, 8, 
2016/11/2, 153, 30, 15, 11, 
2016/11/3, 124, 11, 12, 13, 
2016/11/5, 63, 10, 7, 8, 
2016/11/6, 53, 10, 19, 14, 
2016/11/7, 55, 16, 9, 12, 
2016/11/8, 68, 23, 11, 11, 
2016/11/9, 93, 34, 11, 14, 
2016/11/10, 122, 35, 11, 14, 
2016/11/12, 78, 20, 8, 13, 
2016/11/13, 78, 15, 13, 11, 
2016/11/14, 72, , , , 
2016/7/1, 87, 14, 59, 4, 
2016/7/2, 85, 16, 47, 3, 
2016/7/3, 76, 8, 44, 8, 
2016/7/4, 53, 8, 57, 7, 
2016/7/5, 53, , 57, 7, 
2016/7/7, 65, 12, 50, 9, 
2016/7/8, 65, 16, 70, 7, 
2016/7/9, 89, 17, 65, 6, 
2016/7/10, 74, 17, 65, 6, 
2016/7/11, 79, 17, 66, 7, 
2016/7/12, 92, 9, 47, 7, 
2016/7/13, 74, 5, 40, 4, 
2016/7/14, 53, 5, 40, 11, 
2016/7/15, 53, 7, 44, 11, 
2016/7/16, 60, 9, 55, 6, 
2016/7/17, 61, 13, 83, 11, 
2016/7/18, 85, 13, 83, 6, 
2016/7/19, 72, 13, 78, 5, 
2016/7/20, 65, 10, 58, 6, 
2016/7/21, 59, 10, 66, 7, 
2016/7/22, 59, 14, 47, 7, 
2016/7/23, 85, 15, 40, 7, 
2016/7/24, 90, 15, 61, 6, 
2016/7/25, 87, 14, 49, 7, 
2016/7/26, 101, 14, 59, 8, 
2016/7/27, 95, 8, 55, 6, 
2016/7/28, 44, 8, 55, 7, 
2016/7/29, 42, 11, 62, 6, 
2016/7/30, 65, 10, 53, 6, 
2016/7/31, 61, 7, 47, 5, 
2016/8/1, 61, 7, 46, 5, 
2016/8/2, 62, 7, 55, 6, 
2016/8/3, 63, 9, 65, 6, 
2016/8/4, 64, 10, 37, 6, 
2016/8/5, 59, 7, 37, 12, 
2016/8/6, 46, 8, 41, 7, 
2016/8/7, 56, 11, 50, 8, 
2016/8/8, 80, 13, 57, 11, 
2016/8/9, 84, 6, 39, 4, 
2016/8/10, 36, 5, 37, 5, 
2016/8/11, 30, 5, 37, 5, 
2016/8/12, 30, 10, 43, 8, 
2016/8/13, 61, 8, 48, 6, 
2016/8/14, 57, 7, 41, 4, 
2016/8/15, 46, 9, 53, 6, 
2016/8/16, 61, 10, 50, 9, 
2016/8/17, 70, 10, 46, 5, 
2016/8/18, 57, , , , 
2016/8/20, 72, 13, 39, 4, 
2016/8/21, 68, 4, 37, 6, 
2016/8/22, 50, 9, 43, 8, 
2016/8/23, 65, 11, 38, 11, 
2016/8/24, 76, 10, 44, 5, 
2016/8/27, 89, 16, 66, 7, 
2016/8/28, 87, 20, 66, 9, 
2016/8/29, 91, 15, 44, 5, 
2016/8/30, 68, 12, 49, 6, 
2016/8/31, 70, 15, 59, 10, 
2016/9/1, 87, 13, 61, , 
2016/9/2, 85, 12, 56, 6, 
2016/9/3, 76, 13, 58, 5, 
2016/9/4, 72, 12, 45, 4, 
2016/9/5, 63, 8, 33, 6, 
2016/9/6, 59, 11, 39, 7, 
2016/9/7, 65, 18, 49, 8, 
2016/9/8, 93, 19, 51, 11, 
2016/9/10, 95, 20, 43, 8, 
2016/9/11, 109, 22, 50, 9, 
2016/9/12, 114, 25, 52, 12, 
2016/9/13, 132, 21, 49, 9, 
2016/9/14, 112, 24, 32, 10, 
2016/9/15, 99, 19, 21, 10, 
2016/9/16, 76, 7, 35, 11, 
2016/9/17, 50, 5, 33, 5, 
2016/9/18, 38, 10, 34, 8, 
2016/9/19, 65, 11, 39, 12, 
2016/9/20, 70, 10, , 6, 
2016/9/21, 61, 9, , 8, 
2016/9/22, 61, 9, 34, 10, 
2016/9/24, 63, 16, 43, 10, 
2016/9/25, 76, 19, 42, 11, 
2016/9/26, 87, 14, 39, 9, 
2016/9/27, 74, 18, 41, 10, 
2016/9/28, 93, 27, 43, 9, 
2016/9/29, 147, , , 12, 
2016/4/1, 99, 13, 30, 3, 
2016/4/2, 95, 18, 30, 8, 
2016/4/3, 96, 19, 30, 3, 
2016/4/4, 98, 19, 29, 2, 
2016/4/5, 108, 31, 29, 6, 
2016/4/6, 153, 17, 32, 3, 
2016/4/7, 99, 19, 30, 1, 
2016/4/8, 98, 7, 27, 1, 
2016/4/9, 48, 12, 35, , 
2016/4/10, 74, 10, 37, 6, 
2016/4/11, 70, 10, 38, 4, 
2016/4/12, 73, 11, 38, 4, 
2016/4/13, 86, 6, 37, , 
2016/4/14, 32, 6, 40, , 
2016/4/15, 30, 6, 44, , 
2016/4/16, 59, 12, 34, , 
2016/4/17, 87, 9, 36, , 
2016/4/18, 76, 5, 36, , 
2016/4/19, 55, 9, 39, 6, 
2016/4/20, 67, 10, 43, 7, 
2016/4/21, 68, 10, 43, 7, 
2016/4/22, 68, 12, 34, 4, 
2016/4/23, 61, 6, 28, 3, 
2016/4/24, 31, 2, 37, 5, 
2016/4/25, 17, 9, 29, 8, 
2016/4/26, 57, 10, 36, 9, 
2016/4/27, 71, 8, 37, 4, 
2016/4/28, 55, 8, 41, 5, 
2016/4/29, 55, 9, 43, 6, 
2016/4/30, 60, 6, 37, 4, 
2016/5/1, 35, 9, 26, 7, 
2016/5/2, 57, 7, 39, 6, 
2016/5/3, 57, 7, 39, 6, 
2016/5/4, 57, , , , 
2016/5/8, 61, 14, 38, 6, 
2016/5/9, 67, 17, 43, 5, 
2016/5/10, 79, 15, 33, 8, 
2016/5/11, 72, 2, 37, 4, 
2016/5/12, 19, 4, 28, 6, 
2016/5/13, 17, 10, 39, 5, 
2016/5/14, 76, 6, 41, 2, 
2016/5/15, 47, 6, 38, 3, 
2016/5/16, 52, 9, 43, 5, 
2016/5/17, 50, 10, 48, 6, 
2016/5/18, 58, 7, 34, 5, 
2016/5/19, 46, 8, 43, 6, 
2016/5/20, 46, 9, 55, 8, 
2016/5/21, 57, 10, 55, 5, 
2016/5/22, 60, 8, 41, 3, 
2016/5/23, 53, 5, 36, 3, 
2016/5/24, 38, 8, 44, 4, 
2016/5/25, 60, 11, 49, 5, 
2016/5/26, 84, 12, 49, 6, 
2016/5/27, 85, 12, 51, 3, 
2016/5/28, 70, 13, 38, 3, 
2016/5/29, 68, 5, 35, 3, 
2016/5/30, 55, 4, 34, 6, 
2016/5/31, 50, 6, 38, 6, 
2016/6/1, 50, 12, 37, 4, 
2016/6/2, 73, 10, 34, 4, 
2016/6/3, 74, 13, 33, 5, 
2016/6/4, 74, 12, 42, 5, 
2016/6/5, 63, 10, 43, 8, 
2016/6/6, 53, 10, 49, 7, 
2016/6/7, 69, 17, 48, 7, 
2016/6/8, 81, 10, 42, 2, 
2016/6/9, 47, 10, 41, 4, 
2016/6/10, 46, 10, 43, 5, 
2016/6/11, 72, 7, 39, 5, 
2016/6/12, 53, 6, 44, 6, 
2016/6/13, 46, 4, 36, 4, 
2016/6/14, 30, 4, 35, 5, 
2016/6/15, 45, 8, 37, 4, 
2016/6/16, 70, 7, 33, 4, 
2016/6/17, 73, 8, 37, 7, 
2016/6/18, 63, 7, 30, 4, 
2016/6/19, 55, 7, 40, 5, 
2016/6/20, 60, 8, 48, 5, 
2016/6/21, 42, 10, 60, 6, 
2016/6/22, 70, 19, 63, 8, 
2016/6/23, 107, 20, 63, 6, 
2016/6/24, 109, 21, 64, 6, 
2016/6/25, 147, 16, 50, 3, 
2016/6/26, 95, 10, 45, 4, 
2016/6/27, 69, 7, 46, 4, 
2016/6/28, 53, 9, 53, 5, 
2016/6/29, 60, 12, 61, 8, 
2016/6/30, 85, 13, 56, 6, 
2016/1/4, 78, 20, 3, 14, 
2016/1/5, 76, 29, 4, 17, 
2016/1/6, 112, 30, 4, 13, 
2016/1/7, 109, 40, 3, 13, 
2016/1/8, 139, 43, 1, 13, 
2016/1/9, 151, 26, 4, 15, 
2016/1/10, 102, 17, 6, 15, 
2016/1/11, 80, 10, 17, 22, 
2016/1/12, 55, 8, 21, 13, 
2016/1/13, 53, 20, 9, 13, 
2016/1/14, 91, 27, 11, 17, 
2016/1/15, 104, 29, 9, 15, 
2016/1/16, 114, 18, 18, 13, 
2016/1/17, 76, 11, 17, 17, 
2016/1/18, 65, 34, 6, 22, 
2016/1/19, 137, 46, 3, 19, 
2016/1/20, 157, 52, 6, 22, 
2016/1/21, 163, 52, 3, 20, 
2016/1/22, 161, 59, 5, 21, 
2016/1/23, 171, 59, 8, 18, 
2016/1/24, 178, 58, 8, 22, 
2016/1/25, 182, 53, 11, 21, 
2016/1/26, 173, 63, 4, 27, 
2016/1/27, 176, 69, 3, 24, 
2016/1/28, 192, 66, 3, 26, 
2016/1/29, 191, 60, 4, 18, 
2016/1/30, 205, 17, 4, 17, 
2016/1/31, 139, 24, 9, 12, 
2016/2/1, 137, 23, 12, 11, 
2016/2/2, 151, 22, , 11, 
2016/2/3, 129, 11, 18, 19, 
2016/2/4, 55, 20, 14, 16, 
2016/2/6, 93, 25, 18, 13, 
2016/2/7, 102, 20, 15, 17, 
2016/2/8, 76, 14, 18, 13, 
2016/2/9, 65, 4, 30, 12, 
2016/2/10, 21, 16, 17, 15, 
2016/2/11, 74, 19, 23, 15, 
2016/2/12, 80, 29, 24, 16, 
2016/2/13, 112, 29, 17, 9, 
2016/2/14, 104, 25, 10, 13, 
2016/2/15, 97, 6, 23, 6, 
2016/2/16, 38, 7, 24, 7, 
2016/2/17, 38, 20, 15, 9, 
2016/2/18, 82, , 24, 9, 
2016/2/20, 55, 22, 26, 17, 
2016/2/21, 93, 42, 16, 7, 
2016/2/22, 152, 39, 15, 11, 
2016/2/23, 151, 8, 25, 10, 
2016/2/24, 59, 12, 20, 8, 
2016/2/25, 59, 20, 17, 17, 
2016/2/26, 85, 13, 24, 9, 
2016/2/27, 61, 6, 29, 3, 
2016/2/28, 50, 4, 30, 5, 
2016/2/29, 30, 16, 26, 11, 
2016/3/1, 72, 13, 23, 13, 
2016/3/2, 59, 3, 32, 6, 
2016/3/3, 25, 10, 24, 10, 
2016/3/4, 50, 9, 24, 11, 
2016/3/5, 55, 16, 17, 7, 
2016/3/6, 85, 17, 19, 11, 
2016/3/7, 85, 15, 30, 15, 
2016/3/8, 65, 9, 32, 9, 
2016/3/9, 42, 22, 27, 10, 
2016/3/10, 91, 16, 25, 11, 
2016/3/12, 82, 10, 27, 3, 
2016/3/13, 61, , 28, , 
2016/3/15, 80, 10, 28, 4, 
2016/3/16, 61, 22, 26, 9, 
2016/3/17, 93, 28, 31, 15, 
2016/3/18, 104, 25, 32, 19, 
2016/3/19, 99, , , , 
2016/3/21, 95, 15, 35, 5, 
2016/3/22, 72, 10, 32, 6, 
2016/3/23, 63, 14, 31, 11, 
2016/3/24, 82, , , , 
2016/3/26, 109, 23, 39, 4, 
2016/3/27, 99, 19, 33, 6, 
2016/3/28, 82, 11, 32, 10, 
2016/3/29, 63, 11, 30, 6, 
2016/3/30, 69, 17, 31, 4, 
2016/3/31, 97, 18, 29, 5, 
2015/10/1, 61, , , , 
2015/10/15, 34, 5, 21, 6, 
2015/10/16, 34, 10, 26, 8, 
2015/10/17, 57, 16, 19, 8, 
2015/10/18, 79, 18, 19, 9, 
2015/10/19, 90, 7, 20, 10, 
2015/10/20, 64, 9, 26, 13, 
2015/10/21, 57, 10, 25, 13, 
2015/10/22, 69, 21, 21, 14, 
2015/10/23, 110, 31, 18, 14, 
2015/10/24, 145, 37, 13, 13, 
2015/10/25, 154, 22, 13, 13, 
2015/10/26, 125, 36, 9, 15, 
2015/10/27, 160, 30, 17, 11, 
2015/10/28, 149, 10, 14, 12, 
2015/10/29, 63, 12, 15, 12, 
2015/10/30, 78, 17, 28, 10, 
2015/10/31, 91, 15, 26, 6, 
2015/11/1, 80, 21, 18, 17, 
2015/11/2, 104, 30, 13, 18, 
2015/11/3, 132, 30, 15, 17, 
2015/11/4, 129, 27, 15, 18, 
2015/11/5, 137, , , 20, 
2015/11/6, 153, 31, 14, 16, 
2015/11/7, 152, 40, 14, 17, 
2015/11/8, 161, 30, 14, 17, 
2015/11/9, 137, 22, 10, 13, 
2015/11/10, 124, 16, 4, 16, 
2015/11/11, 112, 20, 8, 18, 
2015/11/12, 117, 14, , 21, 
2015/11/13, 107, 20, 4, 17, 
2015/11/14, 129, 25, 10, 11, 
2015/11/15, 144, 24, 4, 11, 
2015/11/16, 142, 23, 5, 10, 
2015/11/17, 147, 20, 8, 13, 
2015/11/18, 132, 18, 7, 14, 
2015/11/19, 137, 14, 8, 11, 
2015/11/20, 102, 2, 22, 9, 
2015/11/21, 57, 5, 22, 9, 
2015/11/22, 30, 11, 16, 13, 
2015/11/23, 63, 13, 18, 15, 
2015/11/24, 74, 24, 7, 15, 
2015/11/25, 114, 35, 2, 18, 
2015/11/26, 151, 28, 9, 17, 
2015/11/27, 122, 36, 3, 17, 
2015/11/28, 142, 48, 4, 18, 
2015/11/29, 156, 55, 4, 20, 
2015/11/30, 165, 37, 2, 20, 
2015/12/1, 159, 33, 2, 17, 
2015/12/2, 155, 13, 2, 18, 
2015/12/3, 95, 11, 4, 20, 
2015/12/4, 80, 21, 7, 16, 
2015/12/5, 119, 26, 7, 18, 
2015/12/6, 124, 36, 2, 18, 
2015/12/7, 152, 32, 3, 16, 
2015/12/8, 153, 14, 3, 14, 
2015/12/9, 93, 11, 2, 15, 
2015/12/10, 78, 11, 2, 17, 
2015/12/11, 70, 18, 2, 18, 
2015/12/12, 102, 26, 1, 15, 
2015/12/13, 112, 50, 2, 14, 
2015/12/14, 157, 48, 1, 18, 
2015/12/15, 162, 45, 1, 18, 
2015/12/16, 159, 43, 1, 26, 
2015/12/17, 161, 44, 3, 22, 
2015/12/18, 160, 40, 1, 19, 
2015/12/19, 158, 31, 2, 14, 
2015/12/20, 152, 36, 2, 15, 
2015/12/21, 155, 36, 1, 17, 
2015/12/22, 159, 30, 2, 16, 
2015/12/23, 151, , , , 
2015/12/25, 149, 30, 7, 13, 
2015/12/26, 137, 16, 9, 14, 
2015/12/27, 89, 11, 5, 16, 
2015/12/28, 72, 9, 5, 13, 
2015/12/29, 70, , , , 
2016/1/1, 134, 23, 13, 15, 
2016/1/2, 95, 16, 11, 14, 
2016/1/3, 70, 22, 12, 16, 
2015/7/1, 67, 11, 64, 5, 
2015/7/2, 69, 12, 74, 6, 
2015/7/3, 70, 14, 77, 6, 
2015/7/4, 85, 16, 67, 4, 
2015/7/5, 76, 18, 75, 4, 
2015/7/6, 88, 18, 69, 5, 
2015/7/7, 82, 17, 58, 6, 
2015/7/8, 96, 8, 43, 6, 
2015/7/9, 62, 8, 44, 6, 
2015/7/10, 59, 9, 67, 6, 
2015/7/11, 67, 11, 74, 5, 
2015/7/12, 68, 13, 71, 6, 
2015/7/13, 77, 14, 69, 6, 
2015/7/14, 74, 14, 65, 5, 
2015/7/15, 72, 15, 64, 4, 
2015/7/16, 77, 15, 62, 5, 
2015/7/17, 88, 15, 70, 9, 
2015/7/18, 87, 16, 67, 13, 
2015/7/19, 92, 14, 53, 6, 
2015/7/20, 82, 15, 67, 7, 
2015/7/21, 92, 19, 89, 7, 
2015/7/22, 106, 17, 87, 9, 
2015/7/23, 93, 14, 67, 7, 
2015/7/24, 93, 11, 52, 7, 
2015/7/25, 76, 7, 42, 3, 
2015/7/26, 53, 8, 48, 5, 
2015/7/27, 73, 9, 50, 3, 
2015/7/28, 65, 10, 55, 5, 
2015/7/29, 75, 6, 39, 4, 
2015/7/30, 55, 6, 44, 2, 
2015/7/31, 55, 9, 41, 5, 
2015/8/1, 62, 14, 48, 5, 
2015/8/2, 73, 10, 54, 7, 
2015/8/3, 63, 14, 65, 6, 
2015/8/4, 86, 15, 63, 9, 
2015/8/5, 82, 17, 72, 7, 
2015/8/6, 94, 24, 66, 8, 
2015/8/7, 111, 25, 64, 10, 
2015/8/8, 116, 20, 59, 5, 
2015/8/9, 97, 10, 43, 3, 
2015/8/10, 71, 15, 55, 15, 
2015/8/11, 77, 19, 66, 13, 
2015/8/12, 107, 20, 72, 10, 
2015/8/13, 104, 23, 67, 7, 
2015/8/14, 135, 12, 43, 5, 
2015/8/15, 72, 5, 33, 3, 
2015/8/16, 35, 5, 38, 4, 
2015/8/17, 41, 8, 40, 6, 
2015/8/18, 66, 7, 40, 6, 
2015/8/19, 39, 7, , , 
2015/8/20, 38, 8, 37, 6, 
2015/8/21, 53, 11, 43, 6, 
2015/8/22, 67, 12, 43, 6, 
2015/8/23, 63, 10, 36, 5, 
2015/8/24, 57, 10, 36, 6, 
2015/8/25, 60, 10, 36, 6, 
2015/8/26, 61, 11, 53, 8, 
2015/8/27, 74, 15, 64, 8, 
2015/8/28, 102, 12, 66, 5, 
2015/8/29, 87, 12, 64, 5, 
2015/8/30, 85, 14, 62, 9, 
2015/8/31, 112, 10, 44, 6, 
2015/9/1, 104, 11, 45, 6, 
2015/9/2, 89, 8, 43, 5, 
2015/9/3, 76, 8, 43, 8, 
2015/9/4, 61, 9, 37, 6, 
2015/9/5, 73, 3, 37, 5, 
2015/9/6, 35, 4, 35, 6, 
2015/9/7, 49, 5, 34, 8, 
2015/9/8, 54, 7, 35, 9, 
2015/9/9, 67, 8, 38, 5, 
2015/9/10, 57, 11, 39, 7, 
2015/9/11, 73, 13, 47, 6, 
2015/9/12, 77, 12, 33, 5, 
2015/9/13, 68, 8, 30, 6, 
2015/9/14, 57, 8, 32, 9, 
2015/9/15, 60, 11, 35, 9, 
2015/9/16, 87, 12, 31, 6, 
2015/9/17, 98, 10, 34, 6, 
2015/9/18, 80, 8, 37, 6, 
2015/9/19, 74, 8, 32, 3, 
2015/9/20, 57, 8, 35, 8, 
2015/9/21, 58, 7, 38, 7, 
2015/9/22, 53, 6, 25, 9, 
2015/9/23, 50, 6, 16, 8, 
2015/9/24, 50, 9, 24, 8, 
2015/9/25, 64, 11, 30, 9, 
2015/9/26, 71, 10, 29, 5, 
2015/9/27, 57, 8, 31, 5, 
2015/9/28, 58, 8, 30, 5, 
2015/9/29, 62, 8, 29, 6, 
2015/9/30, 61, 9, 29, 6, 
2015/4/1, 57, 9, 32, 7, 
2015/4/2, 58, 9, 32, 7, 
2015/4/3, 59, , 28, 4, 
2015/4/4, 50, 9, 35, 3, 
2015/4/5, 46, 8, 34, 3, 
2015/4/6, 46, 9, 34, 8, 
2015/4/7, 56, 18, 37, 13, 
2015/4/8, 87, 19, 37, 9, 
2015/4/9, 92, 20, 38, 8, 
2015/4/10, 87, 18, 42, 4, 
2015/4/11, 87, 18, 42, 2, 
2015/4/12, 87, 19, , 8, 
2015/4/13, 92, 20, 42, 6, 
2015/4/14, 98, 13, 48, 5, 
2015/4/15, 75, 20, 41, 8, 
2015/4/16, 100, 21, 39, 3, 
2015/4/17, 60, 19, 31, 5, 
2015/4/18, 83, 8, 36, 4, 
2015/4/19, 51, 13, 36, 6, 
2015/4/20, 76, 25, , 10, 
2015/4/21, 105, 26, 48, 13, 
2015/4/22, 99, 15, 41, 4, 
2015/4/23, 80, 11, 45, 3, 
2015/4/24, 68, 13, 41, 1, 
2015/4/25, 73, 22, 37, 2, 
2015/4/26, 88, 23, 28, 2, 
2015/4/27, 62, , 27, 2, 
2015/4/28, 38, , 31, 3, 
2015/4/29, 34, , 31, 3, 
2015/4/30, 34, , 23, 9, 
2015/5/2, 70, 13, 30, 6, 
2015/5/3, 71, 19, 33, 7, 
2015/5/4, 95, 19, 35, 8, 
2015/5/5, 87, 23, 31, 5, 
2015/5/6, 115, 11, 41, 5, 
2015/5/7, 77, 10, 46, 6, 
2015/5/8, 70, 13, 43, 6, 
2015/5/9, 75, 10, 43, 6, 
2015/5/10, 59, 10, 48, 7, 
2015/5/11, 64, 9, 47, 4, 
2015/5/12, 57, 11, 53, 5, 
2015/5/13, 91, 12, 50, 4, 
2015/5/14, 76, 10, 41, 5, 
2015/5/15, 68, 11, 27, 6, 
2015/5/16, 63, 11, 43, 7, 
2015/5/17, 71, 13, 47, 6, 
2015/5/18, 72, 13, 46, 5, 
2015/5/19, 68, 9, 35, 6, 
2015/5/20, 63, 7, 35, 4, 
2015/5/21, 50, 7, 30, 5, 
2015/5/22, 46, 8, 27, 3, 
2015/5/23, 58, 6, 38, 9, 
2015/5/24, 42, 7, 45, 13, 
2015/5/25, 42, 9, 38, 6, 
2015/5/26, 52, 6, 34, 5, 
2015/5/27, 34, 6, 42, 5, 
2015/5/28, 52, 9, 48, 6, 
2015/5/29, 53, 10, 54, 6, 
2015/5/30, 78, , 50, 4, 
2015/5/31, 63, , 50, 4, 
2015/6/1, 73, 11, 45, 5, 
2015/6/2, 68, 17, 65, 7, 
2015/6/3, 90, 18, 72, 8, 
2015/6/4, 91, 19, 74, 7, 
2015/6/5, 91, 15, 67, 7, 
2015/6/6, 76, 15, 56, 5, 
2015/6/7, 79, 17, 61, 12, 
2015/6/8, 92, 16, 53, 10, 
2015/6/9, 87, 16, 50, 5, 
2015/6/10, 87, 17, 59, 7, 
2015/6/11, 94, 22, 52, 6, 
2015/6/12, 91, 14, 47, 8, 
2015/6/13, 72, 14, 38, 5, 
2015/6/14, 84, 8, 39, 4, 
2015/6/15, 62, 9, 42, 5, 
2015/6/16, 57, 8, 37, 6, 
2015/6/17, 58, 9, 45, 8, 
2015/6/18, 60, 10, 50, 8, 
2015/6/19, 61, 5, 40, , 
2015/6/20, 46, 5, 40, , 
2015/6/21, 34, 6, 40, , 
2015/6/22, 52, 8, 38, 5, 
2015/6/23, 71, 5, 38, 4, 
2015/6/24, 31, 5, 43, 5, 
2015/6/25, 45, 9, 52, 6, 
2015/6/26, 62, 10, 53, 6, 
2015/6/27, 59, 9, 54, 4, 
2015/6/28, 50, 9, 46, 4, 
2015/6/29, 52, 10, 53, 5, 
2015/6/30, 64, 10, 55, 4, 
2015/1/1, 134, 46, 8, 17, 
2015/1/2, 155, 42, 7, 16, 
2015/1/3, 151, 53, 4, 17, 
2015/1/4, 159, 19, 13, 19, 
2015/1/5, 72, 32, 13, 19, 
2015/1/6, 122, 51, 6, 16, 
2015/1/7, 159, 54, 4, 18, 
2015/1/8, 166, 54, 4, 17, 
2015/1/9, 165, 29, 2, 17, 
2015/1/10, 151, 21, 4, 12, 
2015/1/11, 99, 10, 16, 19, 
2015/1/12, 57, 30, 8, 15, 
2015/1/13, 122, 47, , 20, 
2015/1/14, 157, 48, 2, 16, 
2015/1/15, 159, , 3, 17, 
2015/1/16, 155, 13, 14, 11, 
2015/1/17, 63, 17, 14, 10, 
2015/1/18, 76, 24, 7, 11, 
2015/1/19, 99, 31, 2, 14, 
2015/1/20, 124, 33, 6, 16, 
2015/1/21, 119, 18, 5, 13, 
2015/1/22, 76, 21, 2, 14, 
2015/1/23, 87, 27, 6, 14, 
2015/1/24, 102, 25, 11, 10, 
2015/1/25, 97, 11, 20, 17, 
2015/1/26, 63, 30, 4, 16, 
2015/1/27, 117, 34, 8, 18, 
2015/1/28, 129, 31, 3, 17, 
2015/1/29, 114, , 13, 13, 
2015/1/30, 68, 21, 15, 14, 
2015/1/31, 82, 26, 15, 12, 
2015/2/1, 99, 40, 10, 18, 
2015/2/2, 151, 37, 13, 18, 
2015/2/3, 137, 20, 15, 10, 
2015/2/4, 82, 8, 24, 3, 
2015/2/5, 38, , , 3, 
2015/2/6, 46, 19, , 14, 
2015/2/7, 85, 24, 17, 13, 
2015/2/8, 112, 27, 20, 22, 
2015/2/9, 107, 48, 12, 23, 
2015/2/10, 158, 61, 10, 34, 
2015/2/11, 182, 60, 9, 27, 
2015/2/12, 177, 57, 11, 23, 
2015/2/13, 168, 37, 20, 13, 
2015/2/14, 129, 24, 21, 14, 
2015/2/15, 89, 19, 28, 17, 
2015/2/16, 76, 30, 29, 21, 
2015/2/17, 114, 24, 32, 8, 
2015/2/18, 102, 31, 27, 13, 
2015/2/19, 132, 50, , 17, 
2015/2/20, 159, 51, 22, 19, 
2015/2/21, 158, 10, 35, 6, 
2015/2/22, 46, 17, 21, 10, 
2015/2/23, 68, 30, 15, 14, 
2015/2/24, 107, 5, 24, 7, 
2015/2/25, 30, 13, 24, 9, 
2015/2/26, 63, , 22, , 
2015/2/27, 89, 22, 28, 14, 
2015/2/28, 93, 34, 23, 15, 
2015/3/1, 132, 44, 19, 8, 
2015/3/2, 154, 23, 21, 10, 
2015/3/3, 107, 22, 25, 11, 
2015/3/4, 87, 8, 27, 4, 
2015/3/5, 55, 10, 28, 6, 
2015/3/6, 59, 14, 31, 7, 
2015/3/7, 72, 19, 35, 5, 
